471,519,500,4.03,358.4,0,0,0,0,0,0,0,0,0,1
469,519,500,3.48,357.95,0,0,0,0,0,0,0,0,0,1
470,519,500,3.08,357.63,0,0,0,0,0,0,0,0,0,1
470,519,500,2.7,357.45,0,0,0,0,0,0,0,0,0,1
470,519,501,2.18,357.23,0,0,0,0,0,0,0,0,0,1
470,519,500,1.82,357.08,0,0,0,0,0,0,0,0,0,1
470,519,500,1.43,356.89,0,0,0,0,0,0,0,0,0,1
470,519,500,1.04,356.59,0,0,0,0,0,0,0,0,0,1
470,519,500,0.71,356.36,0,0,0,0,0,0,0,0,0,1
470,519,500,0.29,356.21,0,0,0,0,0,0,0,0,0,1
469,519,500,359.85,356.09,0,0,0,0,0,0,0,0,0,1
469,519,500,359.5,355.79,0,0,0,0,0,0,0,0,0,1
468,519,500,359.06,355.62,0,0,0,0,0,0,0,0,0,1
469,519,500,358.7,355.24,0,0,0,0,0,0,0,0,0,1
469,518,500,358.31,355.2,0,0,0,0,0,0,0,0,0,1
469,519,501,358.06,355.04,0,0,0,0,0,0,0,0,0,1
469,519,500,357.66,355.03,0,0,0,0,0,0,0,0,0,1
469,519,500,357.42,354.85,0,0,0,0,0,0,0,0,0,1
469,519,500,357.14,354.76,0,0,0,0,0,0,0,0,0,1
469,519,500,356.88,354.7,0,0,0,0,0,0,0,0,0,1
470,519,501,356.61,354.63,0,0,0,0,0,0,0,0,0,1
469,519,500,356.32,354.58,0,0,0,0,0,0,0,0,0,1
470,519,500,356.02,354.52,0,0,0,0,0,0,0,0,0,1
468,519,499,355.8,354.33,0,0,0,0,0,0,0,0,0,1
469,519,500,355.55,354.27,0,0,0,0,0,0,0,0,0,1
437,392,510,358.56,359.48,0,0,0,0,0,0,0,0,1,0
437,392,510,358.25,359.74,0,0,0,0,0,0,0,0,1,0
438,392,511,358.08,359.76,0,0,0,0,0,0,0,0,1,0
437,392,509,357.82,359.72,0,0,0,0,0,0,0,0,1,0
438,392,510,357.56,358.98,0,0,0,0,0,0,0,0,1,0
436,392,509,357.42,358.74,0,0,0,0,0,0,0,0,1,0
438,392,511,357.17,358.81,0,0,0,0,0,0,0,0,1,0
437,392,510,356.96,358.63,0,0,0,0,0,0,0,0,1,0
438,392,511,356.78,358.2,0,0,0,0,0,0,0,0,1,0
437,392,510,356.51,358.56,0,0,0,0,0,0,0,0,1,0
437,392,510,356.41,358.42,0,0,0,0,0,0,0,0,1,0
438,392,510,356.27,358.05,0,0,0,0,0,0,0,0,1,0
438,392,510,356.03,357.98,0,0,0,0,0,0,0,0,1,0
437,392,509,355.87,358.32,0,0,0,0,0,0,0,0,1,0
438,392,510,355.66,358.26,0,0,0,0,0,0,0,0,1,0
437,392,510,355.53,357.83,0,0,0,0,0,0,0,0,1,0
437,392,509,355.49,357.97,0,0,0,0,0,0,0,0,1,0
437,392,510,355.35,358.07,0,0,0,0,0,0,0,0,1,0
438,392,509,355.26,357.66,0,0,0,0,0,0,0,0,1,0
437,392,510,355.15,357.51,0,0,0,0,0,0,0,0,1,0
438,392,509,354.87,357.72,0,0,0,0,0,0,0,0,1,0
438,392,509,354.75,357.68,0,0,0,0,0,0,0,0,1,0
438,392,511,354.64,357.35,0,0,0,0,0,0,0,0,1,0
438,392,509,354.54,357.45,0,0,0,0,0,0,0,0,1,0
439,392,510,354.46,357.68,0,0,0,0,0,0,0,0,1,0
478,417,510,359.36,5.64,0,0,0,0,0,0,0,1,0,0
478,418,511,359.3,5.48,0,0,0,0,0,0,0,1,0,0
479,418,512,359.3,5.23,0,0,0,0,0,0,0,1,0,0
479,418,511,359.19,4.5,0,0,0,0,0,0,0,1,0,0
478,418,511,359.26,4.14,0,0,0,0,0,0,0,1,0,0
478,419,510,359.25,4.23,0,0,0,0,0,0,0,1,0,0
478,419,510,359.25,3.81,0,0,0,0,0,0,0,1,0,0
478,419,510,359.35,3.46,0,0,0,0,0,0,0,1,0,0
478,419,511,359.29,2.99,0,0,0,0,0,0,0,1,0,0
478,419,510,359.34,3.19,0,0,0,0,0,0,0,1,0,0
479,419,509,359.41,3.14,0,0,0,0,0,0,0,1,0,0
478,419,509,359.46,2.72,0,0,0,0,0,0,0,1,0,0
478,419,509,359.46,2.88,0,0,0,0,0,0,0,1,0,0
478,419,508,359.54,2.88,0,0,0,0,0,0,0,1,0,0
478,419,509,359.55,2.17,0,0,0,0,0,0,0,1,0,0
478,419,510,359.52,1.81,0,0,0,0,0,0,0,1,0,0
478,419,509,359.61,1.54,0,0,0,0,0,0,0,1,0,0
477,419,508,359.45,1.17,0,0,0,0,0,0,0,1,0,0
